source_id,Teff,e_Teff,logg,e_logg,__Fe_H_,e__Fe_H_,__alpha_Fe_,e__alpha_Fe_,__C_Fe_,e__C_Fe_,__O_Fe_,e__O_Fe_,__Mg_Fe_,e__Mg_Fe_,__Al_Fe_,e__Al_Fe_,__Si_Fe_,e__Si_Fe_,__Ca_Fe_,e__Ca_Fe_,__Ti_Fe_,e__Ti_Fe_,__Mn_Fe_,e__Mn_Fe_,__Ni_Fe_,e__Ni_Fe_,__Ba_Fe_,e__Ba_Fe_,__Eu_Fe_,e__Eu_Fe_
6082226608048937856,5232.7,91.15,2.55977,0.370803,-1.319193,0.085269,0.29634,0.0293477,,,0.915559,0.1111313,0.273955,0.0557385,,,0.299667,0.047332,0.310217,0.0626011,0.482395,0.0687341,-0.399721,0.0584203,,,1.527892,0.0718852,,
6083127593407063936,4513.71,261.74,1.662118,0.470736,-1.459895,0.278014,,,,,1.466806,0.2615397,0.033467,0.291627,1.022051,0.1468835,,,-0.025691,0.1586844,,,-0.344497,0.2712749,0.06883,0.2381161,0.718862,0.2391462,1.177395,0.1566507
6083496067251895808,4645.41,102.89,2.247718,0.274028,-0.628543,0.079469,0.285162,0.0348771,,,0.449031,0.1433101,0.283537,0.0860932,0.440745,0.0767897,0.333399,0.0650713,0.080975,0.0826021,0.273737,0.0709611,-0.136427,0.0896071,0.133413,0.0838984,-0.157346,0.1005702,0.343601,0.105133
6091898530801283968,5217.8,153.68,2.384882,0.257904,-1.173239,0.203117,0.258317,0.0824321,,,0.377717,0.2236975,0.473672,0.2103769,0.658554,0.124462,0.268997,0.1204872,0.157728,0.1340052,,,-0.491736,0.2027904,0.143414,0.1988546,0.585353,0.1858395,0.86162,0.1423681
6096762843260792064,4877.54,113.45,2.294001,0.545701,-0.444999,0.092471,0.30859,0.068014,,,0.338301,0.1649664,0.308341,0.1129169,0.270504,0.0896397,0.1559,0.0786027,0.23091,0.096281,0.308733,0.0852046,-0.012562,0.1154318,0.105983,0.0968237,0.142561,0.1218569,-0.02459,0.1164497
6102261775788051328,5765.42,92.36,4.249478,0.184226,-0.647234,0.088943,0.290904,0.0382894,0.473131,0.1340551,0.474753,0.140466,0.218485,0.082947,0.251107,0.0751017,0.427641,0.0633829,0.13034,0.0808173,0.267085,0.101906,-0.195749,0.0864933,-0.026126,0.1175049,-0.155916,0.0978837,,
6103892209794841344,5788.5,80.21,4.091986,0.197212,-0.959646,0.071919,0.39341,0.0233172,,,0.380975,0.0877954,0.345213,0.0411758,,,0.439671,0.0366807,0.160303,0.0484422,0.381644,0.0444451,-0.166129,0.0418932,0.438274,0.1225889,-0.149428,0.0539291,,
6115824286073627520,4785.76,140.89,2.264584,0.359409,-1.932171,0.13256,0.370611,0.048298,,,1.192251,0.1570036,0.173998,0.1024692,0.732148,0.0849156,0.46147,0.0734934,0.333191,0.0912342,0.597779,0.1884138,-0.123138,0.10551,-0.036126,0.1308097,-0.071917,0.113866,0.891636,0.1124329
6116043088890921088,6123.98,100.27,4.142722,0.183463,-1.59184,0.209964,0.613538,0.0502199,,,0.615536,0.1548,0.386259,0.1116099,1.140874,0.0836082,0.936087,0.0721063,0.260078,0.0898409,,,-0.049185,0.1296671,,,-0.182829,0.1128518,,
6121852221134053248,4386.25,75.86,1.332067,0.371541,-0.862753,0.048793,0.081891,0.0141627,,,0.513639,0.0721901,0.157406,0.0351687,-0.021151,0.0345226,0.078713,0.0309696,0.144305,0.0392376,0.042339,0.0200611,-0.455785,0.0342354,-0.05923,0.0365931,0.835321,0.0438205,0.144698,0.0504603
6122018384828672128,4699.73,102.33,2.233816,0.26003,-0.30786,0.079013,0.127108,0.0397737,,,0.381828,0.1463912,0.181663,0.089601,0.202368,0.0786183,0.192974,0.0669246,0.314434,0.0845388,0.065898,0.0629817,-0.143869,0.0930547,0.035809,0.0857705,0.238309,0.1035104,0.09323,0.106823
6126614240358793344,4158.69,100.98,1.214835,0.430852,-1.016218,0.093721,0.173685,0.0416061,,,1.75021,0.1682084,0.188068,0.1173634,0.103618,0.0915628,0.336872,0.0807254,0.136095,0.0983411,0.007159,0.0769029,-0.435858,0.1196096,-0.028405,0.0987137,0.830946,0.125162,0.086899,0.1180426
6141527225798601984,4176.8,,0.544416,,,,,,,,,,,,,,,,,,,,,,,,,,,
6141899032527733120,5446.43,94.36,2.827893,0.392862,-0.962859,0.096117,0.30343,0.0395505,,,0.563724,0.1319766,0.328699,0.074084,0.067511,0.0700622,0.281145,0.0584745,0.140643,0.0755077,0.315053,0.0779382,-0.393744,0.0775985,,,0.98083,0.0900282,,
6141916899591728000,6673.94,84.81,3.920624,0.185353,-0.459991,0.106673,0.198699,0.0363279,0.161919,0.1220008,1.117738,0.1247133,0.175922,0.0671354,0.18805,0.0828839,0.222785,0.0544388,0.183209,0.070988,0.639039,0.1152709,-0.313175,0.070476,,,-0.279719,0.0835124,,
6142051417967219072,5194.93,96.15,2.612606,0.288037,-0.768829,0.077471,0.286815,0.0339726,,,0.587397,0.1265434,0.300045,0.0688306,0.012858,0.0668363,0.28522,0.0554409,0.286959,0.0721247,0.22039,0.0603381,-0.344326,0.0722274,-0.045038,0.0735011,0.679782,0.0851356,,
