source_id,Teff,e_Teff,logg,e_logg,__Fe_H_,e__Fe_H_,__alpha_Fe_,e__alpha_Fe_,__C_Fe_,e__C_Fe_,__O_Fe_,e__O_Fe_,__Mg_Fe_,e__Mg_Fe_,__Al_Fe_,e__Al_Fe_,__Si_Fe_,e__Si_Fe_,__Ca_Fe_,e__Ca_Fe_,__Ti_Fe_,e__Ti_Fe_,__Mn_Fe_,e__Mn_Fe_,__Ni_Fe_,e__Ni_Fe_,__Ba_Fe_,e__Ba_Fe_,__Eu_Fe_,e__Eu_Fe_
6356670968108745088,4904.77,132.67,2.836169,0.199976,-0.738978,0.110275,0.293849,0.0580579,,,0.688698,0.1888136,0.328839,0.148203,0.336463,0.103783,0.277159,0.0947615,0.336138,0.1115005,0.241007,0.1298084,-0.155132,0.1479757,0.046503,0.1124754,0.187919,0.1468257,0.367335,0.1276649
6357128291929638656,4334.7,92.46,0.826556,0.285135,-1.989384,0.070455,0.365989,0.0286017,,,,,0.295986,0.0572784,,,0.545653,0.0483365,0.28868,0.0638255,0.216135,0.0640027,-0.471311,0.0600823,-0.152243,0.0649025,-0.177024,0.0735421,,
6357371838050984832,5713.75,82.66,4.173218,0.180112,-0.961636,0.077061,0.2493,0.0269542,,,0.638566,0.104701,0.261913,0.051082,,,0.18852,0.044185,0.31196,0.0586639,0.291798,0.0724742,-0.327966,0.053315,0.483392,0.1420664,0.043927,0.0666595,,
6361965013516494592,4385.08,124.26,1.466378,0.249658,-1.095263,0.114067,0.125504,0.0531369,,,1.110785,0.1915584,0.003211,0.1526442,-0.136488,0.1054105,0.150341,0.0966992,0.156465,0.1132614,0.12692,0.0889628,-0.496888,0.1519851,-0.131655,0.1120118,0.313068,0.1497929,0.744409,0.1288879
6362064622397956224,5580.82,97.82,4.429881,0.183967,-1.360582,0.273371,0.226316,0.1272613,,,1.265475,0.2441738,0.23455,0.2525819,1.188131,0.1365955,,,0.223514,0.147328,,,-0.179551,0.2387231,,,0.085085,0.2099592,,
6362631145764362112,6208.3,,4.267209,,-2.787452,0.498555,,,,,1.058336,0.1656129,1.274417,0.1137947,,,,,0.97381,0.0966916,,,0.973888,0.1162586,,,,,,
6363208183210460672,4530.67,128.74,1.250968,0.294767,-1.965631,0.122988,0.261624,0.0559241,,,1.111926,0.1716064,-0.217705,0.1367189,0.760261,0.0935784,0.449099,0.082976,0.204691,0.1005035,0.445722,0.21319,-0.262322,0.1240732,-0.089512,0.1455567,-0.660097,0.1286575,0.569576,0.1196874
6364450150314083840,4210.74,94.64,1.603436,0.222521,-0.642987,0.082319,0.234174,0.0385653,,,1.015679,0.1518262,0.357347,0.1099706,0.088443,0.0818436,0.568591,0.0702534,0.11071,0.0879632,-0.006243,0.0622785,-0.395121,0.0993223,0.063762,0.0890453,0.319566,0.1087706,0.283976,0.1097351
6378082513949222016,4270.39,96.47,1.283091,0.270384,-1.028687,0.080932,0.306485,0.0349297,,,0.907531,0.1434632,0.352056,0.0862651,0.168639,0.0768806,0.430726,0.0651628,0.415732,0.0826982,0.137275,0.0574002,-0.390943,0.0897766,0.006911,0.0839917,0.670053,0.1007156,0.322577,0.1052177
6378448410803471744,5242.49,119.53,3.713998,0.189168,-0.530287,0.096231,0.292599,0.0411174,0.99009,0.1455149,0.561091,0.1566786,0.450888,0.1020571,0.312088,0.0847228,0.2659,0.073288,0.109351,0.0910286,0.317541,0.0842464,-0.20353,0.1051153,0.230276,0.096133,-0.327195,0.1135437,0.794407,0.1122656
6379042314585426176,4597.07,80.26,1.619798,0.241346,-1.230948,0.054522,0.262658,0.0223924,,,0.552543,0.0899371,0.259291,0.0422397,-0.107918,0.0450845,0.280723,0.0375636,0.25344,0.0497252,0.171664,0.0357168,-0.39915,0.043171,-0.104755,0.0493562,0.028882,0.0554518,,
6379094064647194496,3762.79,84.86,0.579768,0.307035,-0.781897,0.077117,,,,,,,,,,,,,,,,,,,,,,,,
6380775252285639424,4382.13,93.67,1.913473,0.243713,-0.615411,0.084088,0.362571,0.0438438,,,0.780968,0.1773513,0.273386,0.1305001,0.444861,0.0969857,0.347223,0.0868397,0.486854,0.1041665,0.344906,0.0649939,-0.13565,0.1318141,0.465728,0.1099491,0.094754,0.1346378,0.302595,0.1224137
6381350915342053760,4041.72,80.86,1.287279,0.27053,-0.912126,0.060501,,,,,,,,,,,,,,,,,,,,,,,,
6382591091442476288,4395.62,75.61,1.261473,0.335902,-1.888158,0.049024,0.09753,0.0158748,,,,,0.01293,0.0330849,,,0.173191,0.0282738,0.123277,0.0337884,0.054507,0.0328324,-0.400338,0.0311904,-0.191656,0.0328617,-0.202152,0.0387679,,
