source_id,Teff,e_Teff,logg,e_logg,__Fe_H_,e__Fe_H_,__alpha_Fe_,e__alpha_Fe_,__C_Fe_,e__C_Fe_,__O_Fe_,e__O_Fe_,__Mg_Fe_,e__Mg_Fe_,__Al_Fe_,e__Al_Fe_,__Si_Fe_,e__Si_Fe_,__Ca_Fe_,e__Ca_Fe_,__Ti_Fe_,e__Ti_Fe_,__Mn_Fe_,e__Mn_Fe_,__Ni_Fe_,e__Ni_Fe_,__Ba_Fe_,e__Ba_Fe_,__Eu_Fe_,e__Eu_Fe_
5212781809787483392,4784.14,88.12,1.872865,0.221516,-1.284623,0.064647,0.148779,0.0226782,,,,,0.108412,0.0447682,,,0.207248,0.0395714,0.226544,0.052551,0.046789,0.0474198,-0.499622,0.046149,-0.247689,0.0575312,0.858869,0.0588868,0.449161,0.0728153
5215472353398401280,5718.59,233.88,3.815753,0.22785,,,,,,,,,,,,,,,,,,,,,,,,,,
5215877042397576320,4485.52,116.36,1.40657,0.267181,-0.961634,0.102814,0.054315,0.0513258,,,0.370089,0.1777388,-0.063916,0.1310761,-0.340067,0.0972155,0.076408,0.0871029,0.068162,0.1044139,0.065926,0.0846599,-0.512072,0.1323448,-0.231921,0.1042067,0.426073,0.1350442,0.304668,0.1225952
5218914958665803392,4041.46,92.38,1.028175,0.281566,-0.91598,0.08301,,,,,,,,,,,,,,,,,,,,,,,,
5267615588536581760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5287168070671330304,4145.11,86.94,1.677935,0.226637,-2.23519,0.094368,,,,,,,,,,,,,,,,,,,,,,,,
5293589252937639040,4947.06,105.75,2.435863,0.208508,-0.584126,0.091822,0.134014,0.0458813,,,0.210791,0.159201,-0.004467,0.1052848,-0.01587,0.0862193,0.153265,0.0748882,0.189022,0.092625,0.163454,0.1054341,-0.189541,0.1081993,0.012249,0.0934344,0.57156,0.1160527,,
5376610455375993216,4096.87,77.51,1.492637,0.275637,-0.60859,0.05543,,,,,,,,,,,,,,,,,,,,,,,,
5376852932048376960,5340.42,121.06,2.546045,0.23264,-1.054129,0.154891,0.204866,0.0629469,1.037238,0.1664417,0.436889,0.1892995,0.092645,0.1489835,0.535847,0.1040711,0.130067,0.0951034,0.320753,0.1118121,0.446676,0.2441573,-0.403144,0.1486815,0.208998,0.1635477,0.491751,0.1473496,0.869296,0.1278823
5389327441220794112,5821.55,99.4,4.343205,0.182551,-1.521761,0.138791,0.357703,0.0446003,,,0.364192,0.1392592,0.464114,0.0816388,0.81033,0.0743854,0.423792,0.0713077,0.172057,0.0800608,,,-0.164582,0.0861549,0.690321,0.1130334,-0.062868,0.0967519,,
5389920284146244608,4656.44,90.43,1.473175,0.278365,-2.393951,0.079555,0.477634,0.0331275,,,,,,,,,0.547276,0.0520532,0.341776,0.0508397,0.650644,0.0802557,-0.402378,0.047474,,,-0.024098,0.0567936,,
5390098920426311168,4780.85,135.2,2.46509,0.230815,-0.772323,0.110355,0.249815,0.0540391,,,0.521108,0.1832558,0.175044,0.1394487,0.283689,0.1004873,0.26351,0.0908856,0.14684,0.1079403,0.380874,0.1090287,-0.144397,0.1400212,-0.077593,0.1162071,-0.213117,0.1408744,0.460335,0.1251486
5395037892297958656,6204.5,96.55,4.29088,0.181574,-0.823725,0.123787,0.315815,0.0693856,0.54111,0.14706,0.537812,0.1589549,0.317457,0.1049669,0.682535,0.0860734,0.244699,0.0747314,0.31454,0.0924692,0.573901,0.1797186,-0.147045,0.1078963,,,-0.034652,0.1158071,,
5396338580193740032,3945.73,76.13,1.044408,0.309831,-0.580471,0.054238,,,,,,,,,,,,,,,,,,,,,,,,
5399385361273319680,6160.34,96.24,2.881641,0.243489,-2.423161,0.311713,,,,,,,,,,,,,,,,,,,,,,,,
5400803525115107712,4326.15,85.43,1.50692,0.278672,-0.826007,0.063725,0.280027,0.0240326,,,0.394722,0.1121489,0.2576,0.0565193,0.342069,0.0582869,0.262328,0.0478434,0.268119,0.0632262,0.304273,0.0369778,-0.199382,0.0592645,0.056166,0.0642677,0.216197,0.0727293,0.289325,0.085998
