source_id,Teff,e_Teff,logg,e_logg,__Fe_H_,e__Fe_H_,__alpha_Fe_,e__alpha_Fe_,__C_Fe_,e__C_Fe_,__O_Fe_,e__O_Fe_,__Mg_Fe_,e__Mg_Fe_,__Al_Fe_,e__Al_Fe_,__Si_Fe_,e__Si_Fe_,__Ca_Fe_,e__Ca_Fe_,__Ti_Fe_,e__Ti_Fe_,__Mn_Fe_,e__Mn_Fe_,__Ni_Fe_,e__Ni_Fe_,__Ba_Fe_,e__Ba_Fe_,__Eu_Fe_,e__Eu_Fe_
609201945132157312,5491.31,84.16,3.602308,0.185811,-1.762804,0.109255,0.477872,0.0356509,,,0.873166,0.1153521,0.06727,0.0933215,,,0.571312,0.0519869,0.39446,0.0651976,0.960562,0.122441,0.070247,0.0850379,,,0.074272,0.0754162,,
611725599195677184,4489.62,92.58,1.607438,0.340918,-0.953022,0.073599,0.216183,0.0326398,,,,,0.280063,0.0766758,-0.191237,0.0715836,0.092309,0.059935,0.349211,0.0771076,0.266779,0.0523179,-0.414421,0.0802198,-0.081799,0.0785048,0.413115,0.0923731,0.371477,0.1001513
653770752045220608,4854.68,137.3,2.251543,0.28638,-1.302863,0.145196,0.300913,0.0746867,,,0.660705,0.2062471,0.072624,0.1777268,0.412191,0.1141188,0.300438,0.1073259,0.325854,0.1227147,0.238925,0.195919,-0.380708,0.1743344,-0.225395,0.1808928,0.30322,0.1659779,0.741155,0.1352297
2581881592415406592,4892.13,109.95,2.818563,0.244239,-0.505835,0.08756,0.143081,0.0405414,,,0.607426,0.1590692,-0.017323,0.1051144,0.257671,0.0861411,0.100581,0.0748042,0.119602,0.0925415,0.254819,0.0670502,0.033238,0.1080369,-0.034414,0.0933565,0.078069,0.1159211,0.078903,0.1134898
2621237610403621632,3997.99,81.04,1.492154,0.362575,-0.333506,0.063567,,,,,,,,,,,,,,,,,,,,,,,,
2625876179378957952,5289.75,115.34,2.587205,0.316087,-1.094962,0.123777,0.186152,0.0582549,0.77096,0.1539803,0.614918,0.1694112,0.037176,0.1190415,0.290935,0.0922763,0.200868,0.0815191,,,0.298866,0.116546,-0.272746,0.1211798,-0.208455,0.1433336,0.514452,0.1263957,0.58924,0.1186277
3181152499415837056,4328.98,108.9,1.337118,0.301999,-1.06742,0.095496,0.209441,0.0489562,,,,,0.342118,0.1263703,0.063825,0.0953196,0.209044,0.0849412,0.195156,0.1023742,0.192966,0.0854389,-0.183017,0.1279984,-0.127577,0.1023746,0.461465,0.1317024,0.601823,0.1210889
3185620781529427328,4459.16,79.07,1.982518,0.211693,-0.707007,0.053862,0.275979,0.0183127,,,0.630485,0.0885532,0.273765,0.0415458,0.440567,0.0442615,0.278698,0.0369907,0.310236,0.0488957,0.284167,0.0257253,-0.171449,0.0423395,0.022203,0.048395,-0.088239,0.0544646,0.256946,0.0675718
3203188743957945344,5018.3,149.03,2.62201,0.253445,-1.572368,0.154151,0.335792,0.0624875,,,0.881504,0.1684053,-0.191481,0.1231103,0.775457,0.0916796,0.348436,0.0808551,0.317039,0.0984663,,,-0.354234,0.1198659,0.225981,0.1423156,0.451196,0.1253637,1.174079,0.1603331
3254098468785655808,5737.0,115.24,4.0521,0.192654,-0.441677,0.130499,0.312701,0.0684284,0.716296,0.1784433,0.317515,0.2097178,0.291537,0.1839752,0.479901,0.1161762,0.319554,0.1098983,0.295297,0.1249553,0.396623,0.2011049,-0.058638,0.1798314,,,-0.252874,0.1698749,,
3287575368035203456,4888.9,88.66,2.107386,0.257355,-1.589734,0.077278,0.234749,0.0281444,,,0.784815,0.1118982,0.27934,0.0563259,,,0.202015,0.047717,0.29403,0.0630721,0.123798,0.0821504,-0.525423,0.0590556,-0.104627,0.0860046,0.046909,0.0725209,,
3467628128025640448,5005.86,163.88,2.277657,0.359968,-1.462279,0.186652,0.288951,0.1133862,,,1.010061,0.2242207,0.290219,0.2114031,0.927432,0.124772,0.474586,0.1208904,0.288439,0.1343446,,,-0.524917,0.2036747,0.123601,0.1993946,0.705052,0.186445,0.943128,0.1425761
3621540926776487680,5258.8,167.96,2.930223,0.329422,-0.717351,0.222757,0.291449,0.1073755,1.378309,0.1925198,0.895503,0.2352129,-0.02244,0.2335982,0.683322,0.1312859,0.413215,0.1294742,0.023224,0.1921626,,,-0.116502,0.2226665,,,1.200915,0.1992997,1.187065,0.1468736
3799290794021416832,4885.47,107.06,3.004247,0.224743,-0.258833,0.077452,0.026224,0.0434945,,,-0.034525,0.1474577,0.103916,0.0908393,0.108003,0.0792513,0.046823,0.0675719,0.043081,0.08521,-0.013535,0.076279,0.004122,0.094266,-0.12252,0.0864159,-0.107794,0.1045353,0.227339,0.1152125
3814730445536051328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3824738543969555840,6332.59,74.48,4.09219,0.179176,-2.35962,0.145756,,,,,,,,,,,,,,,,,,,,,,,,
4073487446140288256,3740.08,81.1,0.703112,0.585965,-0.739075,0.070661,,,,,,,,,,,,,,,,,,,,,,,,
4074973642261377152,3947.75,,0.259523,,,,,,,,,,,,,,,,,,,,,,,,,,,
4247141258918067584,4854.55,96.79,2.414883,0.215795,-0.376146,0.072322,0.20536,0.0317109,,,0.338597,0.1339356,0.202244,0.0760587,0.248395,0.0712252,0.167602,0.0595893,0.238829,0.0767305,0.220185,0.0519792,-0.128,0.0795973,0.211127,0.07813,0.098563,0.0918187,0.21764,0.0997984
4356762258960081536,4480.55,113.87,2.253474,0.332212,-1.093144,0.111477,-0.073676,0.0758592,,,1.944787,0.1985504,-0.173388,0.1643083,1.096493,0.109556,0.489414,0.1017044,-0.145016,0.1177553,0.063107,0.1244034,-0.223422,0.1624374,0.324334,0.1232501,-0.314238,0.157434,0.891528,0.1342697
4432618322075745664,4589.42,87.64,2.467504,0.238843,-0.614069,0.063021,0.195375,0.0249716,,,0.774424,0.1087825,0.077841,0.0539819,0.253557,0.0562868,0.299648,0.0461653,0.277563,0.0611602,0.077202,0.0385617,-0.183969,0.0565092,-0.062486,0.0620631,0.04095,0.0699542,0.386202,0.0836416
4622378047453302016,5146.25,121.53,2.446293,0.222947,-0.846501,0.108326,0.24651,0.0463607,1.106943,0.1479959,0.552543,0.1603442,0.279402,0.10677,0.067289,0.0868976,0.174643,0.0756184,0.363897,0.0933491,0.203418,0.106658,-0.488917,0.1096131,-0.178784,0.1022056,0.934555,0.1171959,0.359645,0.1141368
4635714784197377408,4944.53,85.0,2.450469,0.190542,-0.497876,0.058936,0.218182,0.0327996,,,0.694498,0.0954293,0.412099,0.0452237,0.191775,0.0483504,0.56854,0.0399216,0.203198,0.0530322,0.25371,0.0325221,-0.159743,0.0466778,0.032928,0.0531295,0.409486,0.0594822,0.210431,0.0734718
4662597225031152768,4616.46,125.46,1.492158,0.286311,-1.371325,0.117533,0.100503,0.0650109,,,0.535482,0.1982064,0.034502,0.1637226,0.211651,0.1093521,0.101043,0.1014559,0.173859,0.1175339,-0.082137,0.1499117,-0.544439,0.1619151,-0.280137,0.1726506,0.604779,0.1570554,0.296519,0.1317992
4685853472213004416,4420.83,99.43,1.373194,0.293296,-0.839391,0.083002,0.05509,0.0448564,,,0.352058,0.155881,0.220785,0.1010507,-0.348239,0.0842496,-0.029968,0.0727853,0.526523,0.0905242,0.054276,0.0689571,-0.35403,0.1041505,-0.113824,0.0914662,0.487798,0.1127543,0.401044,0.111854
4775486282867457792,4660.87,77.14,1.990524,0.197908,-0.677429,0.048617,0.227217,0.0137162,,,0.490672,0.0702432,0.299456,0.0346418,0.123875,0.0333627,0.21397,0.030361,0.088758,0.0381118,0.245491,0.0192138,-0.275409,0.0335024,-0.00495,0.035109,0.397548,0.0427047,0.20719,0.047963
4818793915582515200,4829.25,117.52,2.390256,0.211699,-0.461173,0.095917,0.174971,0.0768686,,,0.272179,0.1752485,0.218106,0.1274011,0.266774,0.0957386,0.194479,0.085417,0.174519,0.1028247,0.175543,0.115734,0.048536,0.1289525,0.027152,0.1027803,0.28357,0.1324386,0.406251,0.1214235
4893336886935783296,4613.46,103.0,1.72936,0.258472,-1.099182,0.082347,0.243708,0.0390791,,,0.142849,0.136462,0.245945,0.0786679,-0.002166,0.0727249,0.227416,0.0610429,0.39149,0.0783096,0.261547,0.0666892,-0.390839,0.0822228,-0.117132,0.0796955,0.312652,0.0941475,0.383935,0.1012663
