source_id,Teff,e_Teff,logg,e_logg,__Fe_H_,e__Fe_H_,__M_H_,e__M_H_,__a_M_,e__a_M_,__C_Fe_,e__C_Fe_,__N_Fe_,e__N_Fe_,__O_Fe_,e__O_Fe_,__Mg_Fe_,e__Mg_Fe_,__Al_Fe_,e__Al_Fe_,__Si_Fe_,e__Si_Fe_,__Ca_Fe_,e__Ca_Fe_,__Ti_Fe_,e__Ti_Fe_,__Mn_Fe_,e__Mn_Fe_,__Ni_Fe_,e__Ni_Fe_,__Ce_Fe_,e__Ce_Fe_
2005238935368121728,4076.8,6.0,1.167,0.027,-0.4586,0.01,-0.4589,0.0083,0.1273,0.0067,-0.0014,0.0125,0.2268,0.0146,0.1633,0.0116,0.2005,0.0137,-0.0231,0.023,0.0597,0.0153,-0.0445,0.0166,0.0054,0.0188,-0.0149,0.0177,0.0144,0.0144,-0.1965,0.0374
2043965354104177408,4476.4,10.5,1.751,0.035,-0.6422,0.0124,-0.6497,0.0107,0.2969,0.0103,0.0301,0.0222,0.1824,0.0247,0.3469,0.0224,0.3333,0.0192,0.257,0.0317,0.3245,0.0222,0.1177,0.0259,0.0878,0.0311,-0.1703,0.0269,0.0692,0.0227,-0.1768,0.0759
2051053768128761088,4233.8,10.1,1.744,0.035,-0.3264,0.0144,-0.3219,0.0117,0.2781,0.0093,0.1026,0.019,0.1443,0.0215,0.3177,0.0188,0.359,0.0191,0.2566,0.039,0.1828,0.0232,0.162,0.0254,0.2469,0.0302,-0.0316,0.026,0.126,0.0233,-0.3008,0.0747
2053580789446956288,5054.9,17.7,2.425,0.04,-0.7376,0.0118,-0.7337,0.0109,0.2809,0.013,0.0262,0.0379,0.124,0.0395,0.3834,0.0514,0.2997,0.022,0.2831,0.0336,0.2866,0.0264,0.2266,0.032,0.1864,0.0455,-0.2331,0.0322,-0.0114,0.0271,-1.1724,0.1528
2077168097002663808,3794.6,4.6,0.956,0.025,-0.5039,0.01,-0.4839,0.0082,0.2994,0.0061,0.1805,0.0109,0.172,0.0126,0.3475,0.0097,0.3392,0.013,,,0.2157,0.0141,0.1212,0.0153,,,,,0.0987,0.0132,,
2102586568148543104,4281.7,9.8,1.257,0.044,-1.2418,0.0141,-1.2646,0.013,0.2767,0.0142,-0.3242,0.0297,0.1928,0.031,0.3157,0.0241,0.3183,0.0247,-0.0984,0.0326,0.2563,0.026,0.2161,0.0351,0.0168,0.0351,-0.418,0.0368,0.0046,0.0296,-0.1757,0.0606
2103585135164839808,4611.8,14.5,1.719,0.044,-0.7975,0.0151,-0.793,0.0134,0.2606,0.0138,-0.0542,0.0328,0.2058,0.0346,0.3875,0.034,0.3332,0.0247,0.1776,0.0411,0.27,0.0291,0.1406,0.036,0.0274,0.0432,-0.1611,0.0365,0.0549,0.0317,-0.1008,0.1109
2105680907407376768,4039.2,6.3,1.379,0.028,-0.4924,0.011,-0.4871,0.0091,0.3089,0.0073,0.1632,0.0136,0.1193,0.0158,0.3487,0.0125,0.3587,0.0149,0.2011,0.0256,0.2525,0.0168,0.1174,0.0184,0.2467,0.0204,-0.0575,0.0195,0.0866,0.0161,-0.1755,0.04
2125950576066593664,4032.9,5.7,1.285,0.028,-0.6861,0.0101,-0.6847,0.0086,0.3034,0.0073,0.1269,0.0134,0.1181,0.0155,0.3424,0.0118,0.3673,0.0145,0.2028,0.0221,0.2301,0.0157,0.143,0.0178,0.2086,0.0191,-0.101,0.0191,0.1258,0.0152,,
2134865824359513600,4043.9,6.7,0.738,0.037,-1.2714,0.012,-1.2955,0.011,0.1669,0.0113,-0.4546,0.0211,0.1294,0.0229,0.1867,0.0162,0.1908,0.0203,-0.3017,0.0249,0.1575,0.0204,0.1317,0.0269,-0.1317,0.0255,-0.2591,0.029,0.0071,0.0224,,
