source_id,Teff,e_Teff,logg,e_logg,__Fe_H_,e__Fe_H_,__M_H_,e__M_H_,__a_M_,e__a_M_,__C_Fe_,e__C_Fe_,__N_Fe_,e__N_Fe_,__O_Fe_,e__O_Fe_,__Mg_Fe_,e__Mg_Fe_,__Al_Fe_,e__Al_Fe_,__Si_Fe_,e__Si_Fe_,__Ca_Fe_,e__Ca_Fe_,__Ti_Fe_,e__Ti_Fe_,__Mn_Fe_,e__Mn_Fe_,__Ni_Fe_,e__Ni_Fe_,__Ce_Fe_,e__Ce_Fe_
1357555947275498368,4855.1,13.8,2.352,0.042,-1.1376,0.0116,-1.141,0.0111,0.2874,0.014,-0.0378,0.0377,-0.0668,0.0385,0.5079,0.0406,0.3246,0.0232,0.0168,0.0292,0.2625,0.0253,0.2353,0.0334,0.0248,0.0408,-0.4974,0.0343,0.0313,0.0274,-0.113,0.1015
1357555947275498368,4847.6,12.6,2.301,0.04,-1.1669,0.0107,-1.1712,0.0103,0.3479,0.0132,0.0069,0.0348,0.1379,0.036,0.6588,0.037,0.3791,0.0217,0.0409,0.0261,0.341,0.0232,0.3301,0.0307,0.0938,0.0372,-0.3426,0.0318,0.0031,0.0249,0.4333,0.09
1361325382373583744,5003.9,18.7,3.032,0.043,-0.7447,0.0132,-0.761,0.0121,0.3018,0.1674,0.0924,0.041,-0.241,0.0422,0.5085,0.0536,0.3215,0.0241,0.1636,0.038,0.2461,0.0291,0.2768,0.0359,0.0699,0.0495,-0.2945,0.0359,0.0573,0.0307,0.2625,0.162
1365092515368544896,4418.2,11.3,2.207,0.035,-0.3882,0.0137,-0.3816,0.0114,0.2779,0.0098,0.1795,0.0209,0.1406,0.0236,0.3302,0.0219,0.3488,0.0193,0.2917,0.0375,0.1822,0.0234,0.18,0.026,0.1981,0.0322,-0.0275,0.0267,0.0301,0.0235,-0.2598,0.0862
1375677582528659584,4722.6,15.9,2.603,0.041,-0.542,0.0147,-0.5533,0.0127,0.3209,0.0127,0.1134,0.0313,0.0172,0.0336,0.4368,0.0365,0.3688,0.0232,0.3353,0.0425,0.2031,0.0286,0.2096,0.0335,0.337,0.0438,-0.2607,0.0338,0.1147,0.03,-1.5777,0.1327
1384472472959982336,4173.4,8.8,1.365,0.035,-0.5743,0.0134,-0.5809,0.0113,0.3088,0.0096,0.0792,0.0189,0.1889,0.0213,0.3399,0.0175,0.3658,0.0189,0.1565,0.0336,0.2654,0.0218,0.0999,0.025,0.1085,0.028,-0.0963,0.0261,0.0821,0.0223,-0.2284,0.0593
1386599375124328320,4279.8,6.7,1.704,0.028,-0.6698,0.0095,-0.6652,0.0082,0.3099,0.0075,0.1495,0.0146,0.0975,0.017,0.3336,0.0137,0.3708,0.0145,0.2094,0.0216,0.2374,0.0158,0.1835,0.018,0.2083,0.0206,-0.1494,0.0192,0.0613,0.0152,-0.2072,0.0425
1386599375124328320,4273.2,7.4,1.761,0.03,-0.6685,0.0106,-0.6585,0.0091,0.2795,0.0083,0.1534,0.0163,0.0564,0.0187,0.314,0.0152,0.3339,0.0159,0.1633,0.0248,0.2455,0.0177,0.1437,0.0202,0.1527,0.0231,-0.1791,0.0215,0.1023,0.0174,-0.0568,0.0485
1387609860670111488,4987.8,21.0,2.154,0.058,-1.5447,0.0156,-1.5108,0.0157,0.1639,0.0229,0.0561,0.0731,0.744,0.0662,0.207,0.0767,0.1768,0.0351,0.2986,0.0413,0.2106,0.038,0.1985,0.0573,0.2826,0.0662,0.0418,0.0564,-0.173,0.0461,-0.8745,0.1606
1390553631254936576,4103.3,6.7,1.411,0.029,-0.5301,0.011,-0.5227,0.0092,0.3283,0.0076,0.1181,0.0143,0.127,0.0166,0.3723,0.0132,0.3892,0.0153,0.2475,0.0258,0.2228,0.0172,0.1532,0.0191,0.2331,0.0214,-0.0681,0.0202,0.1064,0.0167,-0.2404,0.0429
1393165658565438592,4648.3,8.3,2.511,0.027,-0.5443,0.0084,-0.5302,0.0074,0.2753,0.0073,0.0609,0.0159,0.0659,0.0187,0.3344,0.0178,0.3583,0.0136,0.2904,0.0204,0.241,0.0154,0.1754,0.017,0.1273,0.0223,-0.1215,0.0181,0.129,0.0143,0.0331,0.0594
1393165658565438592,4642.4,11.8,2.367,0.035,-0.5354,0.0119,-0.5286,0.0103,0.2932,0.01,0.0292,0.023,0.1027,0.0257,0.3736,0.0257,0.3408,0.0186,0.2532,0.032,0.2382,0.0222,0.2328,0.0253,0.2776,0.0326,-0.0997,0.0261,0.1182,0.0222,-0.0299,0.0918
1397275392512036736,3636.3,10.3,4.702,0.034,-0.4554,0.0194,-0.4415,0.0182,0.1346,0.0621,0.0262,0.0218,,,0.1693,0.0194,0.1085,0.0263,,,0.1291,0.0263,,,,,,,-0.0727,0.0359,,
1397275392512036736,3636.5,9.8,4.685,0.032,-0.43,0.0182,-0.4103,0.017,0.0648,0.0079,-0.0381,0.0204,,,0.0991,0.0181,0.0628,0.0249,,,0.0723,0.0247,,,,,,,-0.1073,0.033,,
1399740841178943104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399740841178943104,5278.6,28.0,2.422,0.052,-0.8457,0.0148,-0.8455,0.014,0.298,0.0185,0.0226,0.0654,0.4111,0.0625,0.5272,0.0991,0.3206,0.0298,0.1903,0.0467,0.3361,0.0372,0.1615,0.048,0.3299,0.071,-0.461,0.0463,-0.0864,0.0406,-1.3492,0.2708
1401013869485714944,4319.0,9.8,1.06,0.043,-1.2778,0.0136,-1.3005,0.0127,0.1613,0.0141,-0.5725,0.03,0.2388,0.0312,0.2024,0.0244,0.0772,0.0244,-0.3045,0.0311,0.204,0.0254,0.1235,0.0346,-0.2542,0.0348,-0.2586,0.0363,-0.0469,0.0289,-0.1363,0.0601
1402967907806441728,4522.6,10.5,1.907,0.037,-0.8857,0.012,-0.8937,0.0108,0.2992,0.0113,-0.0028,0.0251,0.1128,0.0273,0.3707,0.0244,0.3387,0.0202,0.3545,0.0295,0.2869,0.0225,0.2252,0.0277,0.0117,0.0321,-0.2906,0.0289,0.0679,0.0236,-0.1435,0.0725
1403713509833310848,4663.1,9.6,1.817,0.035,-1.1049,0.0099,-1.0985,0.0093,0.3227,0.0109,0.0211,0.0255,0.1168,0.0276,0.4287,0.025,0.3441,0.0187,0.2291,0.0228,0.362,0.0197,0.3051,0.0251,0.0699,0.0293,-0.3621,0.0266,-0.014,0.0205,0.1369,0.064
1403713509833310848,4656.5,9.8,1.934,0.036,-1.1032,0.0102,-1.0992,0.0096,0.3359,0.0112,-0.0013,0.0262,0.093,0.0282,0.4903,0.0256,0.3982,0.0192,0.2745,0.0236,0.3617,0.0203,0.2656,0.0259,0.0534,0.0301,-0.2846,0.0274,0.0249,0.0212,0.2674,0.0658
1403729147809641600,4471.1,7.2,1.893,0.026,-0.4605,0.0086,-0.4559,0.0074,0.2714,0.0067,0.0078,0.0137,0.3232,0.0163,0.3231,0.0143,0.3102,0.013,0.2963,0.0204,0.2549,0.0147,0.1841,0.0159,0.1222,0.0201,-0.1303,0.0169,0.0837,0.0135,-0.1177,0.0497
1403729147809641600,4479.3,7.3,1.839,0.026,-0.4733,0.0086,-0.4688,0.0074,0.29,0.0068,-0.0052,0.0139,0.3566,0.0165,0.3421,0.0146,0.3377,0.0131,0.2783,0.0204,0.2746,0.0148,0.1871,0.016,0.1568,0.0202,-0.1223,0.0171,0.0737,0.0136,-0.1464,0.0502
1406440229950215168,5626.9,33.1,4.03,0.031,-0.4523,0.0091,-0.4479,0.0084,0.2435,0.0932,0.193,0.049,-0.2224,0.0603,0.1906,0.0728,0.3725,0.016,0.4159,0.0184,0.2897,0.0163,0.1087,0.0182,0.1016,0.0817,-0.0948,0.0238,0.0343,0.0185,,
1406440229950215168,5666.2,37.6,4.088,0.035,-0.4206,0.0103,-0.4158,0.0095,0.2118,0.0549,0.1854,0.0577,-0.2628,0.0834,0.1488,0.0928,0.3054,0.0183,0.4009,0.0229,0.2025,0.0195,0.1058,0.0218,,,-0.0065,0.027,0.0655,0.022,,
1406490227665679744,4348.3,6.7,1.873,0.026,-0.5122,0.009,-0.5088,0.0077,0.3024,0.0068,0.1033,0.0134,0.1042,0.0159,0.3468,0.0133,0.3699,0.0133,0.3178,0.0208,0.2326,0.0149,0.194,0.0163,0.1611,0.0196,-0.116,0.0174,0.0933,0.0138,-0.3638,0.0446
1407021841538252928,4735.3,17.6,1.806,0.059,-1.5348,0.0169,-1.5635,0.0167,0.3093,0.0226,-0.2046,0.0629,0.1373,0.0647,0.4609,0.0564,0.3217,0.0356,-0.1628,0.0429,0.278,0.0379,0.2359,0.0575,-0.3181,0.0603,-0.4325,0.0574,-0.2225,0.0471,0.0204,0.1234
1407545964986873216,4879.3,46.4,2.181,0.115,-1.4886,0.0228,-1.5156,0.0311,0.2519,0.038,-0.2713,0.2036,-0.5226,2.4117,0.3118,0.1,0.2984,0.0526,-0.2367,0.066,0.186,0.0589,-0.7577,0.0884,-0.3158,0.0959,,,0.0142,0.0719,-0.0324,0.2238
1407897052793578368,5095.5,19.4,3.235,0.047,-1.1032,0.0127,-1.0916,0.0123,0.3425,0.2237,0.0395,0.0519,-0.1777,0.098,0.5075,0.0654,0.3633,0.0264,0.1167,0.0349,0.3614,0.0302,0.2115,0.0403,0.1694,0.0536,-0.3532,0.0402,0.0528,0.0331,-0.4039,0.1607
1408785423829248000,5107.0,19.4,2.444,0.043,-0.8349,0.0123,-0.8199,0.0115,0.282,0.0143,0.0893,0.0438,-0.2448,0.0859,0.4632,0.0601,0.3413,0.0238,0.2534,0.0354,0.2443,0.0284,0.21,0.0355,0.101,0.0502,-0.4013,0.0354,0.0775,0.0298,-0.1516,0.1694
1410108239396443520,4972.0,13.7,2.556,0.033,-0.5208,0.0099,-0.5041,0.0089,0.2204,0.0096,0.1171,0.0255,0.1146,0.0284,0.319,0.0349,0.2573,0.0172,0.3175,0.0274,0.247,0.0206,0.0283,0.0232,0.1764,0.0339,-0.1099,0.0239,0.0464,0.0198,-0.3168,0.1159
1420477115082441216,4810.8,22.3,1.974,0.057,-1.0736,0.0191,-1.0289,0.0176,0.0093,0.0207,0.5005,0.0581,0.217,0.0558,-0.0013,0.0631,-0.0354,0.0346,-0.202,0.0561,0.0075,0.0415,0.1344,0.0562,-0.0458,0.0674,-0.1671,0.0549,0.0886,0.049,0.9623,0.1846
1423642162382788736,4933.9,18.4,2.476,0.049,-1.156,0.0142,-1.1657,0.0136,0.3968,0.0176,0.1142,0.0514,0.0338,0.0501,0.4952,0.0577,0.3743,0.0285,0.3059,0.0383,0.4841,0.0322,0.3825,0.044,0.0052,0.0542,-0.1929,0.044,0.0038,0.0365,0.381,0.1448
1424474870641849856,4638.3,14.8,1.572,0.053,-1.4452,0.0155,-1.4614,0.015,0.288,0.0192,-0.3024,0.0494,0.2636,0.0476,0.4074,0.0435,0.2715,0.0312,-0.0966,0.0382,0.2394,0.033,0.2825,0.0481,-0.0856,0.0504,-0.5169,0.0488,0.0128,0.0397,-0.3041,0.1003
1424779091765210496,4910.3,15.7,2.422,0.037,-0.5332,0.0121,-0.5227,0.0107,0.2884,0.0113,0.1679,0.0299,0.0943,0.0325,0.4087,0.0392,0.3645,0.0202,0.345,0.0346,0.2732,0.0248,0.1725,0.0285,0.1548,0.0403,-0.1688,0.0289,0.0919,0.0249,-0.3005,0.1355
1432654373862788096,4274.0,8.0,0.894,0.039,-1.396,0.0118,-1.4024,0.0111,0.2324,0.0127,-0.4826,0.026,0.8021,0.0275,0.28,0.0204,0.2558,0.0218,0.0871,0.025,0.277,0.0218,0.2076,0.0297,-0.0005,0.0292,-0.3729,0.0318,-0.0049,0.0243,-0.1292,0.0459
1432654373862788096,4269.2,8.0,0.889,0.04,-1.4072,0.0118,-1.4106,0.0112,0.2388,0.0127,-0.4912,0.0261,0.8379,0.0275,0.2831,0.0204,0.2664,0.0218,0.0568,0.0251,0.2591,0.0218,0.2351,0.0299,0.0117,0.0292,-0.3745,0.0319,0.0171,0.0244,-0.1311,0.0458
1433607826538788736,4850.4,13.6,1.86,0.042,-1.1452,0.0115,-1.1598,0.0111,0.1835,0.014,-0.259,0.0375,0.1279,0.0383,0.5095,0.0401,0.2124,0.023,-0.1462,0.0287,0.103,0.025,0.1891,0.0332,-0.0348,0.0403,-0.3174,0.0342,-0.1962,0.0271,-0.1755,0.0991
1433912868000550656,4144.3,7.6,0.476,0.042,-1.5295,0.0127,-1.5544,0.0121,0.1658,0.0138,-0.5417,0.0273,0.3981,0.0284,0.2043,0.0199,0.22,0.0235,-0.2807,0.026,0.1571,0.023,0.2246,0.0326,-0.1398,0.0299,-0.2708,0.0349,-0.0246,0.0265,-0.1801,0.0413
1433912868000550656,4103.5,7.4,0.437,0.042,-1.5117,0.0127,-1.541,0.0121,0.1633,0.0136,-0.5387,0.0264,0.3982,0.0276,0.189,0.0192,0.1568,0.0233,-0.3405,0.026,0.1886,0.0228,0.1669,0.0321,-0.1337,0.0293,-0.2702,0.0345,0.0171,0.0263,-0.2263,0.0397
1433912868000550656,4171.2,7.8,0.674,0.042,-1.5481,0.0127,-1.571,0.0121,0.1676,0.014,-0.4587,0.0281,0.3788,0.0291,0.1943,0.0205,0.1093,0.0238,-0.3005,0.0261,0.1671,0.0232,0.1627,0.0331,-0.0856,0.0304,-0.246,0.0354,0.0104,0.0269,-0.1479,0.0425
1434028252297489152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434028252297489152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434028252297489152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434028252297489152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434149301656172160,4422.2,13.1,1.825,0.042,-0.6146,0.016,-0.6131,0.0136,0.2422,0.0125,-0.0392,0.0275,0.0009,0.0298,0.2974,0.0275,0.4002,0.0237,0.1752,0.0441,0.0221,0.0285,0.1815,0.0338,0.1478,0.0398,-0.2677,0.0344,0.0275,0.0306,-0.1665,0.0996
1434388063181617536,4968.3,21.7,2.483,0.058,-1.3646,0.0163,-1.3796,0.016,0.304,0.0223,-0.1724,0.0697,-0.5089,0.9138,0.4894,0.0751,0.359,0.0348,-0.2055,0.0445,0.2443,0.0389,0.1731,0.0569,0.0833,0.067,,,-0.0789,0.0467,-0.1798,0.1708
1434388063181617536,5007.0,13.4,2.566,0.041,-1.3578,0.0099,-1.3708,0.0099,0.2987,0.0142,-0.0559,0.0417,-0.2965,0.1015,0.4996,0.046,0.3056,0.0223,-0.1393,0.0234,0.2763,0.023,0.208,0.0319,0.0597,0.0393,-0.5414,0.033,-0.0104,0.0249,0.1275,0.0954
1434388063181617536,5016.4,15.9,2.515,0.045,-1.3458,0.0115,-1.3487,0.0115,0.277,0.0163,0.0443,0.0493,-0.3099,0.1014,0.5814,0.055,0.3203,0.0256,-0.1445,0.0288,0.2333,0.0272,0.3949,0.0381,-0.1162,0.0469,-0.2497,0.0387,-0.0248,0.0303,-0.4214,0.1184
1437105544825542400,4497.5,8.4,1.478,0.033,-0.9804,0.01,-0.9906,0.0091,0.1687,0.0098,-0.2468,0.0211,0.2314,0.0235,0.235,0.0198,0.1763,0.0175,-0.0326,0.0226,0.1699,0.0185,0.0587,0.0229,-0.0876,0.0261,-0.2271,0.0244,-0.0015,0.019,-0.1826,0.0541
1437105544825542400,4503.2,8.4,1.395,0.033,-0.9783,0.01,-0.9946,0.0091,0.1809,0.0099,-0.2858,0.0213,0.2689,0.0236,0.2648,0.02,0.1617,0.0175,-0.0913,0.0226,0.1632,0.0186,0.096,0.023,-0.0886,0.0262,-0.2005,0.0245,-0.0441,0.019,-0.2898,0.0544
1438146507459250560,5107.5,18.2,2.698,0.063,-2.2845,0.0127,-2.33,0.0178,0.1374,0.0285,0.7416,0.1058,-0.5393,0.3042,0.1584,0.0936,0.1145,0.0406,,,0.0754,0.0369,,,0.5148,0.066,,,0.2047,0.0461,0.1241,0.1172
1438260066394185728,4679.2,10.3,2.068,0.034,-0.8697,0.0103,-0.8753,0.0094,0.3295,0.0103,-0.0126,0.024,0.0757,0.0264,0.4428,0.0251,0.3721,0.0182,0.2761,0.025,0.3483,0.02,0.2888,0.0244,0.033,0.0299,-0.3432,0.0256,0.0426,0.0203,-0.1362,0.0726
1444166814657261312,5169.3,20.5,2.413,0.043,-0.8251,0.0122,-0.8124,0.0115,0.2925,0.0145,0.0841,0.046,0.2096,0.0465,0.2292,0.0657,0.326,0.0239,0.2298,0.0354,0.2752,0.0287,0.2405,0.0359,-0.1132,0.052,-0.3199,0.0357,0.0612,0.0301,0.0455,0.1824
1444166814657261312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444568514358684544,5128.9,19.8,2.378,0.043,-0.7861,0.0123,-0.7711,0.0115,0.27,0.0141,0.1224,0.0436,0.1894,0.0445,0.3728,0.0613,0.3552,0.0236,0.2016,0.0357,0.2541,0.0284,0.0966,0.0351,0.1538,0.0506,-0.2193,0.035,0.0204,0.0296,-0.2686,0.1764
1444568514358684544,5105.8,19.8,2.398,0.043,-0.7772,0.0126,-0.7785,0.0117,0.269,0.0143,0.1154,0.0438,0.0746,0.0446,0.4375,0.0606,0.2927,0.0239,0.0795,0.0366,0.2936,0.0289,0.2129,0.0358,0.0814,0.051,-0.2508,0.0357,0.0442,0.0303,-0.3296,0.1755
1447963806265059200,4683.0,13.0,1.63,0.046,-1.3013,0.0132,-1.3216,0.0126,0.2286,0.0158,-0.4165,0.0398,0.0603,0.0399,0.3588,0.0371,0.2299,0.026,-0.1918,0.0319,0.2106,0.0276,0.2988,0.0383,-0.0144,0.0422,-0.2608,0.0394,-0.1467,0.0314,-0.2407,0.0889
1447963806265059200,4666.9,10.1,1.641,0.038,-1.2758,0.0105,-1.2974,0.0101,0.2238,0.0126,-0.4054,0.0303,-0.0374,0.0316,0.3043,0.0282,0.1983,0.0209,-0.0868,0.0237,0.2255,0.0215,0.1683,0.0289,-0.0295,0.0323,-0.2911,0.0305,-0.0502,0.0233,-0.0183,0.0657
1448782427032021632,5479.1,32.9,4.049,0.034,-0.3162,0.0108,-0.3176,0.0099,0.208,0.1377,0.1742,0.0482,-0.077,0.0473,0.4679,0.0728,0.2902,0.0191,0.3007,0.0261,0.1456,0.0207,0.2273,0.0222,0.1735,0.0832,-0.0537,0.0268,0.1562,0.023,0.1452,0.2361
1448782427032021632,5498.5,32.9,3.996,0.034,-0.2946,0.0105,-0.2904,0.0096,0.1783,0.0959,0.0722,0.0476,-0.1225,0.0457,0.354,0.0732,0.2695,0.0187,0.3904,0.0257,0.2153,0.0204,0.1196,0.0217,0.0833,0.0828,-0.1193,0.0257,0.007,0.0223,,
1452533617108229376,4870.8,19.4,2.376,0.051,-1.0641,0.0158,-1.0475,0.0147,0.2915,0.0179,0.069,0.0507,-0.4789,0.1902,0.4969,0.0567,0.3633,0.0298,0.2131,0.0442,0.338,0.0347,0.2455,0.0464,-0.1213,0.0572,0.1597,0.0461,0.0247,0.0396,-0.084,0.1566
1456158500786965504,4165.1,11.6,1.424,0.04,-0.3998,0.0175,-0.4063,0.0142,0.1064,0.0113,-0.0015,0.023,0.1813,0.0254,0.1359,0.022,0.1338,0.0229,0.0084,0.0487,0.042,0.0281,0.0138,0.0318,0.0785,0.0362,-0.023,0.0323,0.0226,0.0297,-0.0537,0.0859
1457124490471115776,4909.3,14.8,2.397,0.036,-0.5575,0.0114,-0.5493,0.0102,0.2927,0.0109,0.1603,0.0285,0.0966,0.0312,0.4644,0.0371,0.3298,0.0194,0.2998,0.0321,0.2616,0.0235,0.1227,0.027,0.2197,0.0381,-0.155,0.0275,0.0699,0.0234,-0.1065,0.1253
1460992366220769152,4301.6,7.7,1.138,0.035,-1.1548,0.0109,-1.1445,0.01,0.328,0.0106,-0.2336,0.0214,0.2643,0.0235,0.3906,0.0181,0.3682,0.0189,0.295,0.0237,0.4266,0.0195,0.3039,0.0249,0.0398,0.0261,-0.2312,0.0267,0.0673,0.0207,0.0799,0.0458
1460992366220769152,4294.9,7.6,1.156,0.035,-1.145,0.0108,-1.1309,0.0099,0.3319,0.0105,-0.2245,0.0211,0.2724,0.0232,0.3942,0.0179,0.3623,0.0187,0.3156,0.0236,0.4385,0.0194,0.2671,0.0247,0.0612,0.0258,-0.2315,0.0265,0.0755,0.0205,0.134,0.0454
1460992366220769152,4317.1,7.8,1.142,0.035,-1.1681,0.0109,-1.1569,0.01,0.2866,0.0107,-0.2331,0.0218,0.1818,0.0239,0.3856,0.0185,0.3363,0.019,0.2813,0.0237,0.3762,0.0196,0.3111,0.0252,0.0279,0.0264,-0.2163,0.027,0.0787,0.0208,0.0484,0.0465
1460992366220769152,4294.6,7.6,1.133,0.035,-1.1503,0.0109,-1.1421,0.01,0.3286,0.0106,-0.2365,0.0213,0.2529,0.0234,0.3868,0.018,0.335,0.0188,0.293,0.0237,0.4527,0.0195,0.2743,0.0249,0.0171,0.026,-0.2001,0.0267,0.075,0.0206,0.0638,0.0455
1460992366220769152,4299.8,7.7,1.192,0.035,-1.1597,0.0109,-1.1504,0.01,0.3399,0.0106,-0.2158,0.0215,0.2431,0.0236,0.3915,0.0181,0.3187,0.0189,0.3175,0.0237,0.4599,0.0195,0.2641,0.025,0.0537,0.0261,-0.216,0.0268,0.0724,0.0207,0.0811,0.0457
1461349879297738880,4830.9,14.7,2.634,0.036,-0.4194,0.0121,-0.4156,0.0105,0.2704,0.0105,0.1775,0.0263,-0.0401,0.0292,0.3251,0.0338,0.3007,0.0192,0.302,0.0348,0.2336,0.0238,0.2124,0.0267,0.2905,0.0375,-0.1176,0.0271,0.1134,0.0236,-0.2074,0.1253
1461349879297738880,4784.5,17.6,2.653,0.042,-0.4256,0.0151,-0.4386,0.013,0.2712,0.0127,0.0811,0.0322,0.0019,0.0347,0.3048,0.0402,0.3403,0.0234,0.2854,0.0456,0.2251,0.0297,0.1136,0.0341,0.2306,0.0465,-0.0993,0.034,0.0234,0.0308,-0.0871,0.1545
1461916986779245184,4858.8,15.7,2.727,0.041,-0.7323,0.0128,-0.736,0.0116,0.2943,0.0129,0.05,0.034,-0.0059,0.0359,0.5118,0.0409,0.3583,0.0225,0.2558,0.0357,0.2652,0.0267,0.2422,0.0324,0.0964,0.043,-0.197,0.0329,0.0838,0.0279,0.1229,0.1289
1462506599890361856,4667.8,8.8,2.526,0.027,-0.4461,0.0087,-0.4439,0.0076,0.299,0.0073,0.0769,0.016,0.0585,0.0189,0.371,0.0185,0.3621,0.0137,0.3204,0.0216,0.2187,0.0158,0.2049,0.0172,0.2109,0.0231,-0.1631,0.0182,0.0765,0.0146,-0.1332,0.0649
1462506599890361856,4663.9,8.2,2.532,0.026,-0.4601,0.0082,-0.4589,0.0072,0.2944,0.007,0.1054,0.0152,0.0561,0.0181,0.3499,0.0174,0.3505,0.0131,0.326,0.0201,0.2446,0.0149,0.218,0.0162,0.2419,0.0217,-0.1544,0.0172,0.0744,0.0137,-0.0317,0.06
1462506599890361856,4667.1,8.2,2.535,0.026,-0.4509,0.0082,-0.4505,0.0072,0.3083,0.0069,0.0879,0.0151,0.0535,0.018,0.3599,0.0174,0.3641,0.013,0.2639,0.02,0.27,0.0149,0.2048,0.0161,0.2001,0.0216,-0.145,0.0171,0.0801,0.0136,-0.2825,0.0602
1472491024463039104,4958.2,20.7,2.274,0.045,-0.6296,0.015,-0.6155,0.0134,0.2483,0.0148,0.1106,0.0418,0.1236,0.0431,0.3114,0.0554,0.3561,0.0257,0.1634,0.0459,0.1773,0.0323,0.1407,0.039,0.2152,0.0543,-0.1051,0.0385,-0.0196,0.0344,-0.3952,0.1873
1475212556260415232,4469.0,11.1,1.985,0.037,-0.7014,0.0131,-0.6874,0.0114,0.2703,0.011,0.0739,0.024,0.0733,0.0264,0.3401,0.0239,0.4159,0.0205,0.3271,0.0341,0.2095,0.0237,0.194,0.0281,0.1137,0.0333,-0.1742,0.0291,0.0617,0.0247,-0.1486,0.0805
1476090516295328000,4380.3,8.8,1.088,0.041,-1.47,0.0118,-1.4944,0.0114,0.2116,0.0138,-0.506,0.0298,0.2749,0.0309,0.2599,0.0236,0.1668,0.023,-0.2724,0.0253,0.2159,0.0228,0.1759,0.0321,-0.0818,0.0317,-0.3616,0.0341,-0.056,0.0259,-0.1974,0.0513
1476305573897534336,4787.9,21.1,2.615,0.05,-0.7531,0.0176,-0.7315,0.0156,0.2774,0.0167,0.0849,0.0444,-0.1392,0.0524,0.4694,0.0516,0.4053,0.0293,0.2208,0.0529,0.2554,0.0363,0.163,0.0454,0.0164,0.0579,-0.1676,0.0448,0.0255,0.0405,0.1138,0.1746
1476883848294360832,5074.4,25.0,2.082,0.057,-1.1217,0.0165,-1.1331,0.0159,0.229,0.0212,-0.5314,0.0693,0.548,0.0646,0.3613,0.0855,0.1652,0.0338,-0.1672,0.0486,0.2282,0.0399,0.1686,0.0554,0.0381,0.0714,-0.5148,0.0538,0.0132,0.0465,0.3653,0.2161
1485330399698291072,4737.3,12.0,2.452,0.031,-0.2838,0.0108,-0.2675,0.0092,0.2232,0.0085,0.1574,0.0198,0.0822,0.0229,0.2836,0.0249,0.2827,0.0162,0.2238,0.0301,0.1903,0.02,0.1181,0.0214,0.1821,0.0302,-0.0971,0.022,0.079,0.0189,-0.0779,0.0991
1485330399698291072,4763.1,13.1,2.504,0.033,-0.2678,0.0115,-0.2539,0.0097,0.2359,0.009,0.1698,0.0215,0.0614,0.0246,0.2857,0.0275,0.2768,0.0172,0.21,0.0328,0.1837,0.0215,0.0946,0.023,0.2097,0.0328,-0.1094,0.0236,0.0718,0.0205,-0.1908,0.1111
1493997300103987968,5027.9,15.0,2.481,0.035,-0.6057,0.0103,-0.5873,0.0094,0.2608,0.0106,0.1228,0.0293,0.1158,0.032,0.434,0.0407,0.3254,0.0185,0.3557,0.0287,0.2415,0.0221,0.1517,0.0256,0.1581,0.0374,-0.1181,0.0261,0.0548,0.0217,0.1012,0.1286
1495038778133505408,4384.6,7.6,1.466,0.031,-0.877,0.0099,-0.8949,0.0089,0.1033,0.009,-0.3387,0.0184,0.0216,0.0208,0.1378,0.0169,0.0769,0.0165,-0.2346,0.0224,0.1119,0.0176,0.0795,0.0212,-0.3578,0.0239,-0.2288,0.0227,-0.1116,0.0177,-0.036,0.0482
1496894822481090816,4815.5,28.6,4.601,0.054,-0.9005,0.0225,-0.9238,0.0207,0.2518,0.0749,-0.1827,0.054,0.1598,0.1082,0.2892,0.0497,0.2656,0.0301,0.0971,0.0384,0.2903,0.0305,0.1013,0.0393,-0.2147,0.0793,-0.2718,0.0699,-0.0685,0.0477,,
1498328276406265216,4618.7,14.6,1.379,0.05,-1.2488,0.0154,-1.2669,0.0145,0.1853,0.0174,-0.4849,0.0434,0.1564,0.043,0.3496,0.0399,0.1424,0.0291,-0.2834,0.0391,0.163,0.0318,0.1176,0.0441,-0.1021,0.048,-0.3612,0.0448,-0.0465,0.0371,-0.1474,0.1021
1499081098273666816,4723.4,13.2,2.634,0.035,-0.4734,0.0121,-0.4672,0.0105,0.2619,0.0103,0.0573,0.0245,0.0841,0.0273,0.352,0.0291,0.3641,0.019,0.2425,0.0338,0.2122,0.0231,0.2002,0.0261,0.1661,0.035,-0.0958,0.0267,0.0917,0.023,-0.0199,0.1069
